"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","246","sums nested section node counts","EntityInfoDataTableGraphed","Sat Jan 17 00:43:55 UTC 2026","passed","Sat Jan 17 00:43:55 UTC 2026","","Node count for nested table that counts all sections","",""
"Test cases for TestTextUnmarshalString","0","TestTextUnmarshalString","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalString","TestTextUnmarshalString"
"Test cases for TestManagementResource_UpdateUser_SelfDisable","1062","TestManagementResource_UpdateUser_SelfDisable","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:12 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_UpdateUser_SelfDisable","TestManagementResource_UpdateUser_SelfDisable"
"Test cases for TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","0","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_OwnPrivateQuery_Success","TestResources_UpdateSavedQuery_OwnPrivateQuery_Success"
"","609","handles creating a new rule","Rule Form","Sat Jan 17 00:43:09 UTC 2026","passed","Sat Jan 17 00:43:10 UTC 2026","","","",""
"","162","renders the Rule Tab content when Rule tab is chosen","Selected Details Tab Content","Sat Jan 17 00:46:15 UTC 2026","passed","Sat Jan 17 00:46:15 UTC 2026","","","",""
"","713","lists all available node kinds as options to filter by","AssetGroupEdit","Sat Jan 17 00:43:44 UTC 2026","passed","Sat Jan 17 00:43:45 UTC 2026","","Node Type dropdown filter","",""
"Test cases for TestGetAzureDataQualityStats_Failure","8","TestGetAzureDataQualityStats_Failure","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetAzureDataQualityStats_Failure","TestGetAzureDataQualityStats_Failure"
"Test cases for TestGetAzureDataQualityStats_Success","0","TestGetAzureDataQualityStats_Success","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetAzureDataQualityStats_Success","TestGetAzureDataQualityStats_Success"
"","113","defaults to wrapped and removes .wrapped class when unwrap btn is clicked","CodeController","Sat Jan 17 00:46:48 UTC 2026","passed","Sat Jan 17 00:46:48 UTC 2026","","","",""
"","1351","renders asset group edit options with graph write permissions","ContextMenu","Sat Jan 17 00:43:32 UTC 2026","passed","Sat Jan 17 00:43:34 UTC 2026","","","",""
"","14558","checking a category updates all children and grandchildren","Pathfinding","Sat Jan 17 00:44:12 UTC 2026","passed","Sat Jan 17 00:44:27 UTC 2026","","","",""
"Test cases for TestManagementResource_EnrollMFA","2485","TestManagementResource_EnrollMFA","","Sat Jan 17 00:42:19 UTC 2026","passed","Sat Jan 17 00:42:21 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnrollMFA","TestManagementResource_EnrollMFA"
"Test cases for TestRoleAssignments_NodeHasRole","0","TestRoleAssignments_NodeHasRole","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/analysis/azure/TestRoleAssignments_NodeHasRole","TestRoleAssignments_NodeHasRole"
"","1","runs a node search when the query param is set to ""node""","useExploreGraph","Sat Jan 17 00:44:24 UTC 2026","passed","Sat Jan 17 00:44:24 UTC 2026","","exploreGraphQueryFactory","",""
"","230","Hides selector information if additionalSections is false","EntityInfoDataTableList","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:07 UTC 2026","","","",""
"","1314","should display a dropdown when a user types a partial query that can be autocompleted","CypherSearch","Sat Jan 17 00:45:02 UTC 2026","passed","Sat Jan 17 00:45:04 UTC 2026","","","",""
"Test cases for TestConvertOUToNode_InheritanceHashes","0","TestConvertOUToNode_InheritanceHashes","","Sat Jan 17 00:42:10 UTC 2026","passed","Sat Jan 17 00:42:10 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertOUToNode_InheritanceHashes","TestConvertOUToNode_InheritanceHashes"
"","162","renders a preview version by default","Cypher Search component for Zone Management","Sat Jan 17 00:45:19 UTC 2026","passed","Sat Jan 17 00:45:19 UTC 2026","","","",""
"","49","hides loading state when data is available","SourceKindsCheckboxes","Sat Jan 17 00:44:22 UTC 2026","passed","Sat Jan 17 00:44:22 UTC 2026","","","",""
"","1","If for some reason the node size is not defined return 1 as a default","getNodeRadius","Sat Jan 17 00:48:04 UTC 2026","passed","Sat Jan 17 00:48:04 UTC 2026","","","",""
"Test cases for TestVersion_GreaterThan","0","TestVersion_GreaterThan","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/version/TestVersion_GreaterThan","TestVersion_GreaterThan"
"","390","renders with applied filters","Privilege Zones History Filter Dialog","Sat Jan 17 00:44:31 UTC 2026","passed","Sat Jan 17 00:44:31 UTC 2026","","","",""
"","28","shows the empty form message when Cypher Rule Form is empty","Seed Selection Results","Sat Jan 17 00:43:59 UTC 2026","passed","Sat Jan 17 00:43:59 UTC 2026","","","",""
"Test cases for TestSelfDestructingTempFile","0","TestSelfDestructingTempFile","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSelfDestructingTempFile","TestSelfDestructingTempFile"
"","33","renders the title passed via title prop","ColumnHeaders","Sat Jan 17 00:46:05 UTC 2026","passed","Sat Jan 17 00:46:05 UTC 2026","","SortableHeader","",""
"","444","displays a validation error","ManagedDatePicker - date validation","Sat Jan 17 00:44:49 UTC 2026","passed","Sat Jan 17 00:44:49 UTC 2026","","","",""
"","61","passes checks if the user has multiple required permissions","usePermissions","Sat Jan 17 00:43:54 UTC 2026","passed","Sat Jan 17 00:43:54 UTC 2026","","","",""
"Test cases for TestNormalizeEinNodeProperties","1","TestNormalizeEinNodeProperties","","Sat Jan 17 00:42:03 UTC 2026","passed","Sat Jan 17 00:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestNormalizeEinNodeProperties","TestNormalizeEinNodeProperties"
"","1595","executes a pathfinding search when both a source and destination node are provided","Pathfinding: interaction","Sat Jan 17 00:44:19 UTC 2026","passed","Sat Jan 17 00:44:20 UTC 2026","","","",""
"","1073","should call onSubmit with password when reset password button clicked","PasswordResetForm","Sat Jan 17 00:44:37 UTC 2026","passed","Sat Jan 17 00:44:38 UTC 2026","","","",""
"Test cases for TestTimePointer","0","TestTimePointer","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimePointer","TestTimePointer"
"Test cases for TestResources_ListADUserSessions","1","TestResources_ListADUserSessions","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADUserSessions","TestResources_ListADUserSessions"
"Test cases for TestAddWhereClauseToNeo4jQuery_NoWhereClause","0","TestAddWhereClauseToNeo4jQuery_NoWhereClause","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestAddWhereClauseToNeo4jQuery_NoWhereClause","TestAddWhereClauseToNeo4jQuery_NoWhereClause"
"","501","navigates to object details when clicking an object row","ObjectsAccordion","Sat Jan 17 00:46:04 UTC 2026","passed","Sat Jan 17 00:46:04 UTC 2026","","","",""
"","11","dismisses the ""no permission"" notification on unmount","useFinishedJobs","Sat Jan 17 00:44:28 UTC 2026","passed","Sat Jan 17 00:44:28 UTC 2026","","","",""
"","14","renders nothing if flag is enabled and enabled prop is not provided","FeatureFlag","Sat Jan 17 00:45:59 UTC 2026","passed","Sat Jan 17 00:45:59 UTC 2026","","","",""
"Test cases for TestGraphQuery_RawCypherQuery","8","TestGraphQuery_RawCypherQuery","","Sat Jan 17 00:42:00 UTC 2026","passed","Sat Jan 17 00:42:00 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestGraphQuery_RawCypherQuery","TestGraphQuery_RawCypherQuery"
"","14","sets autoDisplayTable to false if query returns no results","useExploreTableAutoDisplay","Sat Jan 17 00:46:01 UTC 2026","passed","Sat Jan 17 00:46:01 UTC 2026","","","",""
"","14","Input contains an invalid type","Parsing the debounced input for type and keyword values","Sat Jan 17 00:45:06 UTC 2026","passed","Sat Jan 17 00:45:06 UTC 2026","","","",""
"","140","returns false when no nodes are available","useGraphHasData","Sat Jan 17 00:46:31 UTC 2026","passed","Sat Jan 17 00:46:31 UTC 2026","","","",""
"","6","should not render a Field when the provided value is []","Field","Sat Jan 17 00:46:34 UTC 2026","passed","Sat Jan 17 00:46:34 UTC 2026","","","",""
"Test cases for TestResources_ListADComputerRDPUsers","2","TestResources_ListADComputerRDPUsers","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADComputerRDPUsers","TestResources_ListADComputerRDPUsers"
"","1816","a cypher search 404 does not render the GraphViewErrorAlert","GraphView","Sat Jan 17 00:47:50 UTC 2026","passed","Sat Jan 17 00:47:51 UTC 2026","","","",""
"Test cases for TestBoolFromPtr","0","TestBoolFromPtr","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFromPtr","TestBoolFromPtr"
"","44","should on clicking remove call clearSelectedItem","EdgeInfoHeader","Sat Jan 17 00:45:44 UTC 2026","passed","Sat Jan 17 00:45:44 UTC 2026","","","",""
"","1","returns query config when searchType is relationship and all required params are passed","useExploreGraph","Sat Jan 17 00:44:24 UTC 2026","passed","Sat Jan 17 00:44:24 UTC 2026","relationship search queries","exploreGraphQueryFactory","",""
"","12","makes no count request when neither a Tag or Rule is selected (tagId and ruleId are undefined from path params","useObjectCounts","Sat Jan 17 00:46:38 UTC 2026","passed","Sat Jan 17 00:46:38 UTC 2026","","","",""
"","640","displays correct content based on platform filter AD","CommonSearches","Sat Jan 17 00:43:43 UTC 2026","passed","Sat Jan 17 00:43:44 UTC 2026","","","",""
"Test cases for TestEncodingInterface","1","TestEncodingInterface","","Sat Jan 17 00:42:09 UTC 2026","passed","Sat Jan 17 00:42:09 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingInterface","TestEncodingInterface"
"Test cases for TestManagementResource_DeleteUser_UserNotFound","0","TestManagementResource_DeleteUser_UserNotFound","","Sat Jan 17 00:42:14 UTC 2026","passed","Sat Jan 17 00:42:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_UserNotFound","TestManagementResource_DeleteUser_UserNotFound"
"Test cases for TestFeatureFlagManager","0","TestFeatureFlagManager","","Sat Jan 17 00:41:55 UTC 2026","passed","Sat Jan 17 00:41:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestFeatureFlagManager","TestFeatureFlagManager"
"Test cases for TestModifyCookieAttribute","4","TestModifyCookieAttribute","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestModifyCookieAttribute","TestModifyCookieAttribute"
"Test cases for TestParseUserIP_RemoteAddrOnly","0","TestParseUserIP_RemoteAddrOnly","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestParseUserIP_RemoteAddrOnly","TestParseUserIP_RemoteAddrOnly"
"","756","app does not crash if ""token"" cookie exists and ""persistedState"" localstorage key does not exist","redux store","Sat Jan 17 00:48:08 UTC 2026","passed","Sat Jan 17 00:48:09 UTC 2026","","","",""
"Test cases for TestBoolFrom","0","TestBoolFrom","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolFrom","TestBoolFrom"
"","1778","should clear out the SSO Provider id from submission data when the authentication method is changed","CreateUserDialog","Sat Jan 17 00:43:22 UTC 2026","passed","Sat Jan 17 00:43:23 UTC 2026","","","",""
"","3","should compute normal vectors for line segments","bezier","Sat Jan 17 00:47:55 UTC 2026","passed","Sat Jan 17 00:47:55 UTC 2026","","","",""
"Test cases for TestResources_SearchAssetGroupTagHistory","143","TestResources_SearchAssetGroupTagHistory","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_SearchAssetGroupTagHistory","TestResources_SearchAssetGroupTagHistory"
"","64","calls setSelected with correct data on click","NoteCell component","Sat Jan 17 00:45:46 UTC 2026","passed","Sat Jan 17 00:45:46 UTC 2026","","","",""
"Test cases for TestParseOptionalBoolEmptyValue","0","TestParseOptionalBoolEmptyValue","","Sat Jan 17 00:41:44 UTC 2026","passed","Sat Jan 17 00:41:44 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestParseOptionalBoolEmptyValue","TestParseOptionalBoolEmptyValue"
"Test cases for TestExpireUserAuthSecret_Success","0","TestExpireUserAuthSecret_Success","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestExpireUserAuthSecret_Success","TestExpireUserAuthSecret_Success"
"","62","renders highlight for the active tag","SelectedHighlight","Sat Jan 17 00:46:10 UTC 2026","passed","Sat Jan 17 00:46:10 UTC 2026","","","",""
"","7","does not request finished jobs if lacking permission","useFinishedJobs","Sat Jan 17 00:44:28 UTC 2026","passed","Sat Jan 17 00:44:28 UTC 2026","","","",""
"","28","does not set input text if no value is given","ManagedDatePicker - value","Sat Jan 17 00:44:50 UTC 2026","passed","Sat Jan 17 00:44:50 UTC 2026","","","",""
"","63","should display a message","CypherSearchMessage","Sat Jan 17 00:47:10 UTC 2026","passed","Sat Jan 17 00:47:10 UTC 2026","","","",""
"","0","returns null if paramValue is not an EnvironmentAggregation","useEnvironmentParams","Sat Jan 17 00:47:02 UTC 2026","passed","Sat Jan 17 00:47:02 UTC 2026","","parseEnvironmentAggregation","",""
"Test cases for TestMaybeSubmitRelationshipUpdate","0","TestMaybeSubmitRelationshipUpdate","","Sat Jan 17 00:42:03 UTC 2026","passed","Sat Jan 17 00:42:03 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/graphify/TestMaybeSubmitRelationshipUpdate","TestMaybeSubmitRelationshipUpdate"
"","262","should render","SSOProviderTable","Sat Jan 17 00:45:42 UTC 2026","passed","Sat Jan 17 00:45:42 UTC 2026","","","",""
"Test cases for TestCORSMiddleware","0","TestCORSMiddleware","","Sat Jan 17 00:41:45 UTC 2026","passed","Sat Jan 17 00:41:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestCORSMiddleware","TestCORSMiddleware"
"Test cases for TestSortJSONArrayElements","3","TestSortJSONArrayElements","","Sat Jan 17 00:42:07 UTC 2026","passed","Sat Jan 17 00:42:07 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestSortJSONArrayElements","TestSortJSONArrayElements"
"Test cases for TestManagementResource_SSOCallbackHandler","9","TestManagementResource_SSOCallbackHandler","","Sat Jan 17 00:42:29 UTC 2026","passed","Sat Jan 17 00:42:29 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_SSOCallbackHandler","TestManagementResource_SSOCallbackHandler"
"","476","clears the applied filter","FileIngestFilterDialog","Sat Jan 17 00:43:34 UTC 2026","passed","Sat Jan 17 00:43:34 UTC 2026","","Status Select","",""
"","522","should display ""Generate/Revoke API Tokens"" title","UserTokenManagementDialog","Sat Jan 17 00:45:40 UTC 2026","passed","Sat Jan 17 00:45:40 UTC 2026","","","",""
"Test cases for TestFoldr","1","TestFoldr","","Sat Jan 17 00:42:11 UTC 2026","passed","Sat Jan 17 00:42:11 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestFoldr","TestFoldr"
"Test cases for TestResources_ListAuditLogs_SkipAndOffset","0","TestResources_ListAuditLogs_SkipAndOffset","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_SkipAndOffset","TestResources_ListAuditLogs_SkipAndOffset"
"","16","function should return 1 when first param is larger, no matter the data type","Compare function for explore table sort","Sat Jan 17 00:44:58 UTC 2026","passed","Sat Jan 17 00:44:58 UTC 2026","","","",""
"Test cases for TestWriteAndValidateJSON","0","TestWriteAndValidateJSON","","Sat Jan 17 00:42:05 UTC 2026","passed","Sat Jan 17 00:42:05 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/upload/TestWriteAndValidateJSON","TestWriteAndValidateJSON"
"Test cases for TestOpenGraphSchemaService_UpsertGraphSchemaExtension","0","TestOpenGraphSchemaService_UpsertGraphSchemaExtension","","Sat Jan 17 00:42:04 UTC 2026","passed","Sat Jan 17 00:42:04 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/services/opengraphschema/TestOpenGraphSchemaService_UpsertGraphSchemaExtension","TestOpenGraphSchemaService_UpsertGraphSchemaExtension"
"Test cases for TestGenericClone","0","TestGenericClone","","Sat Jan 17 00:42:06 UTC 2026","passed","Sat Jan 17 00:42:06 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestGenericClone","TestGenericClone"
"","3","Default label and sizing are used when graph of origin does not specify","copySigmaNodesToGraphlibGraph","Sat Jan 17 00:48:03 UTC 2026","passed","Sat Jan 17 00:48:03 UTC 2026","","","",""
"","84","indicates that filters are active","AssetGroupEdit","Sat Jan 17 00:43:44 UTC 2026","passed","Sat Jan 17 00:43:44 UTC 2026","","","",""
"","3","returns paramValue if it is one of the expected values","useExploreParams","Sat Jan 17 00:47:09 UTC 2026","passed","Sat Jan 17 00:47:09 UTC 2026","","parseSearchType","",""
"","0","should return an object denoting that the property is not in the schema when it is unrecognized","validating a node property against the shared generated schema","Sat Jan 17 00:44:01 UTC 2026","passed","Sat Jan 17 00:44:01 UTC 2026","","","",""
"Test cases for TestNewDefaultConfig","0","TestNewDefaultConfig","","Sat Jan 17 00:41:54 UTC 2026","passed","Sat Jan 17 00:41:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestNewDefaultConfig","TestNewDefaultConfig"
"Test cases for TestResources_GetAssetGroupMemberCount_DBError","0","TestResources_GetAssetGroupMemberCount_DBError","","Sat Jan 17 00:41:52 UTC 2026","passed","Sat Jan 17 00:41:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_DBError","TestResources_GetAssetGroupMemberCount_DBError"
"","374","should render a TagToZoneLabelDialog component","TagToZoneLabelDialog","Sat Jan 17 00:44:59 UTC 2026","passed","Sat Jan 17 00:44:59 UTC 2026","","","",""
"","7","should not render a Field when the provided value is """"","Field","Sat Jan 17 00:46:34 UTC 2026","passed","Sat Jan 17 00:46:34 UTC 2026","","","",""
"Test cases for TestManagementResource_EnableUserSAML","0","TestManagementResource_EnableUserSAML","","Sat Jan 17 00:41:58 UTC 2026","passed","Sat Jan 17 00:41:58 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_EnableUserSAML","TestManagementResource_EnableUserSAML"
